transaction_id,item,payment_method,location,transaction_date,quantity,price_per_unit,total_spent,item_Cake,item_Coffee,item_Cookie,item_Juice,item_Salad,item_Sandwich,item_Smoothie,item_Tea,payment_Cash,payment_Credit Card,payment_Digital Wallet,location_In-store,location_Takeaway,calculated_total,month,weekday
TXN_7701070,Coffee,Credit Card,Takeaway,2023-07-28,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.0,2023-07,Friday
TXN_4751689,Smoothie,Cash,In-store,2023-07-28,5.0,4.0,20.0,0,0,0,0,0,0,1,0,1,0,0,1,0,20.0,2023-07,Friday
TXN_9847116,Salad,Cash,Takeaway,2023-07-28,3.0,5.0,15.0,0,0,0,0,1,0,0,0,1,0,0,0,1,15.0,2023-07,Friday
TXN_8532735,Coffee,Cash,Takeaway,2023-07-28,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-07,Friday
TXN_1488481,Coffee,Credit Card,Takeaway,2023-07-28,4.0,2.0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.0,2023-07,Friday
TXN_2814866,Smoothie,Digital Wallet,In-store,2023-07-29,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.0,2023-07,Saturday
TXN_6202631,Tea,Digital Wallet,Takeaway,2023-07-29,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,0,1,3.0,2023-07,Saturday
TXN_9587704,Juice,Cash,Takeaway,2023-07-29,5.0,3.0,15.0,0,0,0,1,0,0,0,0,1,0,0,0,1,15.0,2023-07,Saturday
TXN_6067979,Sandwich,Credit Card,In-store,2023-07-29,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,1,0,1,0,4.0,2023-07,Saturday
TXN_3234877,Coffee,Cash,Takeaway,2023-07-29,4.0,2.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.0,2023-07,Saturday
TXN_8361255,Cake,Cash,Takeaway,2023-07-29,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,9.0,2023-07,Saturday
TXN_3341779,Tea,Cash,Takeaway,2023-07-30,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,0,1,4.5,2023-07,Sunday
TXN_1360998,Cookie,Cash,Takeaway,2023-07-30,2.0,1.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,2023-07,Sunday
TXN_7151374,Tea,Credit Card,In-store,2023-07-30,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,1,0,1,0,6.0,2023-07,Sunday
TXN_2381411,Coffee,Cash,In-store,2023-07-30,5.0,2.0,10.0,0,1,0,0,0,0,0,0,1,0,0,1,0,10.0,2023-07,Sunday
TXN_1837764,Tea,Cash,In-store,2023-07-30,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,1,0,4.5,2023-07,Sunday
TXN_8685281,Tea,Digital Wallet,In-store,2023-07-30,1.0,1.5,1.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1.5,2023-07,Sunday
TXN_9720549,Cookie,Credit Card,In-store,2023-07-30,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.0,2023-07,Sunday
TXN_1214868,Juice,Cash,In-store,2023-07-30,4.0,3.0,12.0,0,0,0,1,0,0,0,0,1,0,0,1,0,12.0,2023-07,Sunday
TXN_7153665,Salad,Cash,In-store,2023-07-31,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,2023-07,Monday
TXN_8748070,Cookie,Credit Card,In-store,2023-07-31,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.0,2023-07,Monday
TXN_2452819,Cookie,Credit Card,In-store,2023-07-31,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.0,2023-07,Monday
TXN_5654331,Coffee,Cash,In-store,2023-07-31,4.0,2.0,8.0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.0,2023-07,Monday
TXN_1698600,Salad,Cash,Takeaway,2023-07-31,4.0,5.0,20.0,0,0,0,0,1,0,0,0,1,0,0,0,1,20.0,2023-07,Monday
TXN_3426338,Salad,Cash,In-store,2023-07-31,1.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.0,2023-07,Monday
TXN_8830809,Sandwich,Digital Wallet,In-store,2023-07-31,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0,2023-07,Monday
TXN_6680963,Sandwich,Credit Card,Takeaway,2023-08-01,2.0,4.0,8.0,0,0,0,0,0,1,0,0,0,1,0,0,1,8.0,2023-08,Tuesday
TXN_2106437,Tea,Cash,Takeaway,2023-08-01,1.0,1.5,1.5,0,0,0,0,0,0,0,1,1,0,0,0,1,1.5,2023-08,Tuesday
TXN_8361813,Cookie,Cash,In-store,2023-08-01,3.0,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.0,2023-08,Tuesday
TXN_3397978,Smoothie,Digital Wallet,In-store,2023-08-01,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,0,1,1,0,20.0,2023-08,Tuesday
TXN_4375708,Sandwich,Credit Card,Takeaway,2023-08-01,4.0,4.0,16.0,0,0,0,0,0,1,0,0,0,1,0,0,1,16.0,2023-08,Tuesday
TXN_3003311,Cake,Digital Wallet,In-store,2023-08-01,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,0,1,1,0,15.0,2023-08,Tuesday
TXN_2649010,Tea,Cash,Takeaway,2023-08-01,4.0,1.5,6.0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.0,2023-08,Tuesday
TXN_2336857,Cake,Cash,In-store,2023-08-02,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.0,2023-08,Wednesday
TXN_6714749,Sandwich,Credit Card,Takeaway,2023-08-02,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,2023-08,Wednesday
TXN_7412012,Coffee,Cash,In-store,2023-08-02,1.0,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.0,2023-08,Wednesday
TXN_9001844,Sandwich,Cash,Takeaway,2023-08-02,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.0,2023-08,Wednesday
TXN_3430842,Cookie,Cash,Takeaway,2023-08-02,2.0,1.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,2023-08,Wednesday
TXN_4267136,Tea,Credit Card,In-store,2023-08-02,1.0,1.5,1.5,0,0,0,0,0,0,0,1,0,1,0,1,0,1.5,2023-08,Wednesday
TXN_8305936,Juice,Digital Wallet,In-store,2023-08-02,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0,1,1,0,9.0,2023-08,Wednesday
TXN_1970180,Cake,Digital Wallet,Takeaway,2023-08-02,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,1,6.0,2023-08,Wednesday
TXN_1625754,Cake,Digital Wallet,In-store,2023-08-03,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,0,1,1,0,15.0,2023-08,Thursday
TXN_6719521,Salad,Cash,In-store,2023-08-03,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,2023-08,Thursday
TXN_9535721,Cake,Digital Wallet,In-store,2023-08-03,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,0,1,1,0,15.0,2023-08,Thursday
TXN_4940237,Cake,Cash,Takeaway,2023-08-03,2.0,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,6.0,2023-08,Thursday
TXN_2311707,Tea,Cash,In-store,2023-08-03,5.0,1.5,7.5,0,0,0,0,0,0,0,1,1,0,0,1,0,7.5,2023-08,Thursday
TXN_2568101,Salad,Cash,Takeaway,2023-08-03,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,2023-08,Thursday
TXN_4624591,Salad,Credit Card,In-store,2023-08-03,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,1,0,1,0,10.0,2023-08,Thursday
TXN_6908287,Cookie,Cash,In-store,2023-08-04,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0,2023-08,Friday
TXN_3547569,Smoothie,Digital Wallet,In-store,2023-08-04,4.0,4.0,16.0,0,0,0,0,0,0,1,0,0,0,1,1,0,16.0,2023-08,Friday
TXN_3852141,Cake,Credit Card,In-store,2023-08-04,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.0,2023-08,Friday
TXN_2569119,Juice,Credit Card,Takeaway,2023-08-04,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.0,2023-08,Friday
TXN_2208949,Cake,Cash,Takeaway,2023-08-05,4.0,3.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,1,12.0,2023-08,Saturday
TXN_6705109,Cake,Cash,In-store,2023-08-05,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.0,2023-08,Saturday
TXN_6869880,Juice,Digital Wallet,Takeaway,2023-08-05,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,1,12.0,2023-08,Saturday
TXN_8619762,Smoothie,Cash,Takeaway,2023-08-05,4.0,4.0,16.0,0,0,0,0,0,0,1,0,1,0,0,0,1,16.0,2023-08,Saturday
TXN_9281710,Juice,Credit Card,In-store,2023-08-05,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.0,2023-08,Saturday
TXN_4083872,Salad,Digital Wallet,Takeaway,2023-08-05,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,1,10.0,2023-08,Saturday
TXN_5571904,Salad,Digital Wallet,Takeaway,2023-08-05,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,0,1,0,1,25.0,2023-08,Saturday
TXN_8077929,Tea,Digital Wallet,Takeaway,2023-08-06,3.0,1.5,4.5,0,0,0,0,0,0,0,1,0,0,1,0,1,4.5,2023-08,Sunday
TXN_3792683,Salad,Digital Wallet,In-store,2023-08-06,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,0,1,1,0,20.0,2023-08,Sunday
TXN_5220527,Cookie,Digital Wallet,Takeaway,2023-08-06,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,4.0,2023-08,Sunday
TXN_8330446,Smoothie,Credit Card,In-store,2023-08-06,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,2023-08,Sunday
TXN_8732935,Cookie,Credit Card,Takeaway,2023-08-06,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,2023-08,Sunday
TXN_6431384,Juice,Digital Wallet,In-store,2023-08-06,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,1,0,12.0,2023-08,Sunday
TXN_3150614,Sandwich,Cash,Takeaway,2023-08-06,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.0,2023-08,Sunday
TXN_5977414,Cake,Credit Card,In-store,2023-08-06,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.0,2023-08,Sunday
TXN_7212607,Coffee,Digital Wallet,In-store,2023-08-06,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.0,2023-08,Sunday
TXN_3427754,Smoothie,Digital Wallet,Takeaway,2023-08-06,2.0,4.0,8.0,0,0,0,0,0,0,1,0,0,0,1,0,1,8.0,2023-08,Sunday
TXN_6425991,Salad,Credit Card,Takeaway,2023-08-06,1.0,5.0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,1,5.0,2023-08,Sunday
TXN_7694020,Cookie,Digital Wallet,Takeaway,2023-08-06,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2.0,2023-08,Sunday
TXN_2291713,Salad,Cash,In-store,2023-08-06,4.0,5.0,20.0,0,0,0,0,1,0,0,0,1,0,0,1,0,20.0,2023-08,Sunday
TXN_8356338,Salad,Credit Card,In-store,2023-08-06,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,1,0,1,0,25.0,2023-08,Sunday
TXN_7343660,Salad,Credit Card,In-store,2023-08-06,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,1,0,1,0,25.0,2023-08,Sunday
TXN_5719592,Coffee,Credit Card,In-store,2023-08-07,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.0,2023-08,Monday
TXN_1116119,Smoothie,Digital Wallet,In-store,2023-08-07,4.0,4.0,16.0,0,0,0,0,0,0,1,0,0,0,1,1,0,16.0,2023-08,Monday
TXN_8022892,Sandwich,Digital Wallet,In-store,2023-08-07,4.0,4.0,16.0,0,0,0,0,0,1,0,0,0,0,1,1,0,16.0,2023-08,Monday
TXN_9540864,Cookie,Digital Wallet,Takeaway,2023-08-07,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,2.0,2023-08,Monday
TXN_3399636,Juice,Digital Wallet,Takeaway,2023-08-07,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,1,9.0,2023-08,Monday
TXN_2848421,Cookie,Digital Wallet,In-store,2023-08-07,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,2023-08,Monday
TXN_8112788,Smoothie,Credit Card,Takeaway,2023-08-07,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,1,4.0,2023-08,Monday
TXN_2871592,Cookie,Cash,In-store,2023-08-07,4.0,1.0,4.0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.0,2023-08,Monday
TXN_9345439,Coffee,Cash,Takeaway,2023-08-07,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-08,Monday
TXN_9374286,Coffee,Cash,In-store,2023-08-07,5.0,2.0,10.0,0,1,0,0,0,0,0,0,1,0,0,1,0,10.0,2023-08,Monday
TXN_3924170,Tea,Credit Card,In-store,2023-08-07,3.0,1.5,4.5,0,0,0,0,0,0,0,1,0,1,0,1,0,4.5,2023-08,Monday
TXN_8925566,Tea,Digital Wallet,In-store,2023-08-07,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,2023-08,Monday
TXN_6289610,Juice,Cash,Takeaway,2023-08-07,3.0,3.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,1,9.0,2023-08,Monday
TXN_4291132,Cake,Credit Card,Takeaway,2023-08-07,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,1,6.0,2023-08,Monday
TXN_7215985,Tea,Credit Card,In-store,2023-08-07,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,1,0,1,0,6.0,2023-08,Monday
TXN_3512545,Cookie,Credit Card,In-store,2023-08-08,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,4.0,2023-08,Tuesday
TXN_7620529,Sandwich,Cash,In-store,2023-08-08,2.0,4.0,8.0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.0,2023-08,Tuesday
TXN_7635738,Coffee,Cash,Takeaway,2023-08-08,4.0,2.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.0,2023-08,Tuesday
TXN_5863650,Tea,Digital Wallet,In-store,2023-08-09,1.0,1.5,1.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1.5,2023-08,Wednesday
TXN_7770487,Smoothie,Cash,In-store,2023-08-09,1.0,4.0,4.0,0,0,0,0,0,0,1,0,1,0,0,1,0,4.0,2023-08,Wednesday
TXN_1872692,Salad,Cash,In-store,2023-08-09,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,2023-08,Wednesday
TXN_4389662,Smoothie,Cash,Takeaway,2023-08-09,1.0,4.0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,1,4.0,2023-08,Wednesday
TXN_8566683,Smoothie,Cash,Takeaway,2023-08-09,4.0,4.0,16.0,0,0,0,0,0,0,1,0,1,0,0,0,1,16.0,2023-08,Wednesday
TXN_5309677,Coffee,Cash,In-store,2023-08-09,4.0,2.0,8.0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.0,2023-08,Wednesday
TXN_9951411,Coffee,Cash,In-store,2023-08-09,1.0,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.0,2023-08,Wednesday
TXN_8808034,Smoothie,Cash,In-store,2023-08-09,2.0,4.0,8.0,0,0,0,0,0,0,1,0,1,0,0,1,0,8.0,2023-08,Wednesday
TXN_8256593,Salad,Digital Wallet,Takeaway,2023-08-09,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,1,10.0,2023-08,Wednesday
TXN_6671827,Salad,Credit Card,Takeaway,2023-08-09,1.0,5.0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,1,5.0,2023-08,Wednesday
TXN_7349681,Salad,Cash,In-store,2023-08-09,1.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.0,2023-08,Wednesday
TXN_4020100,Cookie,Cash,In-store,2023-08-09,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0,2023-08,Wednesday
TXN_3060286,Tea,Cash,Takeaway,2023-08-10,2.0,1.5,3.0,0,0,0,0,0,0,0,1,1,0,0,0,1,3.0,2023-08,Thursday
TXN_4487966,Juice,Cash,In-store,2023-08-10,3.0,3.0,9.0,0,0,0,1,0,0,0,0,1,0,0,1,0,9.0,2023-08,Thursday
TXN_4037502,Coffee,Cash,Takeaway,2023-08-10,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-08,Thursday
TXN_7852397,Tea,Cash,In-store,2023-08-10,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,1,0,4.5,2023-08,Thursday
TXN_3344089,Sandwich,Cash,In-store,2023-08-10,4.0,4.0,16.0,0,0,0,0,0,1,0,0,1,0,0,1,0,16.0,2023-08,Thursday
TXN_9662632,Salad,Digital Wallet,In-store,2023-08-10,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,0,1,1,0,20.0,2023-08,Thursday
TXN_2690314,Tea,Cash,In-store,2023-08-10,5.0,1.5,7.5,0,0,0,0,0,0,0,1,1,0,0,1,0,7.5,2023-08,Thursday
TXN_6405258,Tea,Credit Card,Takeaway,2023-08-10,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.0,2023-08,Thursday
TXN_2726676,Coffee,Digital Wallet,In-store,2023-08-10,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.0,2023-08,Thursday
TXN_1797690,Cake,Credit Card,Takeaway,2023-08-10,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,1,0,0,1,15.0,2023-08,Thursday
TXN_6506895,Cake,Credit Card,In-store,2023-08-10,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,1,0,1,0,15.0,2023-08,Thursday
TXN_6037712,Salad,Credit Card,In-store,2023-08-10,3.0,5.0,15.0,0,0,0,0,1,0,0,0,0,1,0,1,0,15.0,2023-08,Thursday
TXN_3632558,Coffee,Cash,Takeaway,2023-08-10,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-08,Thursday
TXN_6809170,Smoothie,Cash,Takeaway,2023-08-10,4.0,4.0,16.0,0,0,0,0,0,0,1,0,1,0,0,0,1,16.0,2023-08,Thursday
TXN_6702428,Coffee,Cash,Takeaway,2023-08-11,5.0,2.0,10.0,0,1,0,0,0,0,0,0,1,0,0,0,1,10.0,2023-08,Friday
TXN_6372031,Juice,Digital Wallet,In-store,2023-08-11,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0,1,1,0,9.0,2023-08,Friday
TXN_6400351,Juice,Digital Wallet,Takeaway,2023-08-11,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.0,2023-08,Friday
TXN_9626053,Salad,Cash,Takeaway,2023-08-11,1.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,1,5.0,2023-08,Friday
TXN_9561380,Sandwich,Digital Wallet,Takeaway,2023-08-11,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.0,2023-08,Friday
TXN_7986904,Cookie,Credit Card,Takeaway,2023-08-11,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,1,3.0,2023-08,Friday
TXN_7701878,Smoothie,Credit Card,In-store,2023-08-11,4.0,4.0,16.0,0,0,0,0,0,0,1,0,0,1,0,1,0,16.0,2023-08,Friday
TXN_4907812,Sandwich,Digital Wallet,In-store,2023-08-11,2.0,4.0,8.0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,2023-08,Friday
TXN_2154866,Tea,Credit Card,Takeaway,2023-08-11,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.0,2023-08,Friday
TXN_1084010,Smoothie,Credit Card,In-store,2023-08-11,2.0,4.0,8.0,0,0,0,0,0,0,1,0,0,1,0,1,0,8.0,2023-08,Friday
TXN_4135134,Cookie,Credit Card,Takeaway,2023-08-11,5.0,1.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,1,5.0,2023-08,Friday
TXN_7343062,Sandwich,Digital Wallet,In-store,2023-08-11,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0,2023-08,Friday
TXN_5776252,Tea,Cash,Takeaway,2023-08-11,4.0,1.5,6.0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.0,2023-08,Friday
TXN_8281347,Juice,Credit Card,In-store,2023-08-11,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.0,2023-08,Friday
TXN_8384428,Cookie,Digital Wallet,In-store,2023-08-11,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1.0,2023-08,Friday
TXN_4077799,Cake,Digital Wallet,Takeaway,2023-08-12,4.0,3.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.0,2023-08,Saturday
TXN_9196322,Cookie,Digital Wallet,In-store,2023-08-12,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,0,1,1,0,4.0,2023-08,Saturday
TXN_5093312,Cookie,Credit Card,Takeaway,2023-08-12,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,2023-08,Saturday
TXN_2438638,Cake,Credit Card,Takeaway,2023-08-12,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,1,6.0,2023-08,Saturday
TXN_8854384,Juice,Cash,Takeaway,2023-08-12,5.0,3.0,15.0,0,0,0,1,0,0,0,0,1,0,0,0,1,15.0,2023-08,Saturday
TXN_5685028,Cake,Digital Wallet,Takeaway,2023-08-12,5.0,3.0,15.0,1,0,0,0,0,0,0,0,0,0,1,0,1,15.0,2023-08,Saturday
TXN_8210816,Salad,Digital Wallet,Takeaway,2023-08-12,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,0,1,0,1,20.0,2023-08,Saturday
TXN_7308096,Tea,Cash,Takeaway,2023-08-13,2.0,1.5,3.0,0,0,0,0,0,0,0,1,1,0,0,0,1,3.0,2023-08,Sunday
TXN_4431179,Sandwich,Digital Wallet,Takeaway,2023-08-13,3.0,4.0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.0,2023-08,Sunday
TXN_2764962,Tea,Credit Card,Takeaway,2023-08-13,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.0,2023-08,Sunday
TXN_5067056,Sandwich,Cash,In-store,2023-08-13,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.0,2023-08,Sunday
TXN_4573096,Coffee,Digital Wallet,In-store,2023-08-13,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,2023-08,Sunday
TXN_3326110,Coffee,Credit Card,Takeaway,2023-08-13,2.0,2.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,4.0,2023-08,Sunday
TXN_2639283,Juice,Digital Wallet,Takeaway,2023-08-13,5.0,3.0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.0,2023-08,Sunday
TXN_6667388,Cake,Cash,In-store,2023-08-14,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.0,2023-08,Monday
TXN_2556999,Tea,Credit Card,Takeaway,2023-08-14,1.0,1.5,1.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1.5,2023-08,Monday
TXN_5229351,Coffee,Digital Wallet,Takeaway,2023-08-14,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,1,6.0,2023-08,Monday
TXN_1910487,Sandwich,Digital Wallet,In-store,2023-08-14,3.0,4.0,12.0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.0,2023-08,Monday
TXN_5668193,Coffee,Cash,Takeaway,2023-08-14,5.0,2.0,10.0,0,1,0,0,0,0,0,0,1,0,0,0,1,10.0,2023-08,Monday
TXN_7719510,Juice,Credit Card,Takeaway,2023-08-14,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,1,9.0,2023-08,Monday
TXN_1229376,Cake,Digital Wallet,In-store,2023-08-14,3.0,3.0,9.0,1,0,0,0,0,0,0,0,0,0,1,1,0,9.0,2023-08,Monday
TXN_6533576,Salad,Cash,In-store,2023-08-14,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.0,2023-08,Monday
TXN_1248436,Cake,Credit Card,Takeaway,2023-08-14,4.0,3.0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.0,2023-08,Monday
TXN_5457767,Cake,Cash,In-store,2023-08-14,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.0,2023-08,Monday
TXN_2282319,Juice,Cash,In-store,2023-08-14,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,1,0,6.0,2023-08,Monday
TXN_4297979,Coffee,Digital Wallet,In-store,2023-08-14,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,2023-08,Monday
TXN_4108567,Coffee,Cash,Takeaway,2023-08-14,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-08,Monday
TXN_8277583,Cookie,Digital Wallet,Takeaway,2023-08-15,5.0,1.0,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.0,2023-08,Tuesday
TXN_8133627,Cake,Cash,In-store,2023-08-15,5.0,3.0,15.0,1,0,0,0,0,0,0,0,1,0,0,1,0,15.0,2023-08,Tuesday
TXN_7782538,Juice,Digital Wallet,Takeaway,2023-08-15,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.0,2023-08,Tuesday
TXN_8848847,Cookie,Cash,Takeaway,2023-08-15,3.0,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,2023-08,Tuesday
TXN_5249091,Smoothie,Credit Card,In-store,2023-08-15,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,1,0,1,0,20.0,2023-08,Tuesday
TXN_6052901,Smoothie,Credit Card,Takeaway,2023-08-16,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,1,0,0,1,20.0,2023-08,Wednesday
TXN_2325484,Salad,Digital Wallet,Takeaway,2023-08-16,1.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,1,5.0,2023-08,Wednesday
TXN_1865302,Cookie,Credit Card,In-store,2023-08-16,5.0,1.0,5.0,0,0,1,0,0,0,0,0,0,1,0,1,0,5.0,2023-08,Wednesday
